Title,Address,Description,Price,Date added,Seller,Url
4 bedroom property for sale,"Aurs Road,
Barrhead,
Glasgow,
G78",Feel-good vibes come from a home with DESIGNER KITCHEN with INTEGRATED APPLIANCES. BI-FOLD doors into the rear garden. A master bedroom with EN SUITE.,"£306,995",Added on 16/06/2021,Avant Homes Scotland,www.rightmove.co.uk/properties/100334357
4 bedroom detached house for sale,"Lonsdale Gait, Newlandsmuir, East Kilbride, ","Set in the desirable Newlandsmuir area is this spacious 4 bedroom detached villa with detached garage and multiple car driveway. The area is convenient for Hairmyres train station, regular bus services, primary and secondary schools, and sports ","£305,000",Added on 14/05/2021,"Joyce Heeps Homes, East Kilbride",www.rightmove.co.uk/properties/100334357
1 bedroom apartment for sale,"Hyndland Avenue,
Glasgow,
G11","A beautiful one bedroom ground floor open plan apartment with private front garden, four-piece bathroom and utility.","£305,000",Added on 31/05/2021,Westpoint Homes,www.rightmove.co.uk/properties/109447826
3 bedroom semi-detached house for sale,"Manse Avenue, Bearsden, East Dunbartonshire, G61 3PP","Occupying an enviable cul-de-sac position off the exclusive Manse Road, an extended three bedroom semi detached villa with floored attic room and impressive gardens. Manse Avenue remains a somewhat secretive address even to local residents and is an intimate cul de sac of a small number of pr...","£305,000",Added on 27/05/2021,"Clyde Property, Bearsden",www.rightmove.co.uk/properties/109447826
2 bedroom flat for sale,"Ravenscourt, Thorntonhall, South Lanarkshire, G74","This exceptionally attractive elevated ground floor luxury apartment, constructed by Alfred McAlpine Homes is situated within one of Thorntonhall’s finest addresses and is surrounded beautifully maintained private garden grounds with open countryside views beyond. The property will u...","£305,000",Added on 21/05/2021,"Countrywide, Clarkston",www.rightmove.co.uk/properties/109447823
5 bedroom detached house for sale,"Gilbertfield Road,
Cambuslang,
Glasgow,
G72","The five bedroom detached Thornwood with single integral garage has been fantastically designed to meet the needs of modern lifestyles, with the attention to detail expected from a Persimmon home. Downstairs the Thornwood has a front aspect lounge, kitchen/dining room with French doors to the ...","£304,995",Added on 25/05/2021,Persimmon Homes,www.rightmove.co.uk/properties/109447823
4 bedroom detached house for sale,"Wildcat Drive, Cambuslang, Glasgow, South Lanarkshire, G72","Arguably one of the finest finished homes within the much admired Newton Farm development, occupying an enviable position within a child friendly cul de sac setting. This immaculate modern detached villa was built by Miller Homes in the style of the ""Yeats"" circa 2019. Th...","£300,000",Added yesterday,"Slater Hogg & Howison, Burnside",www.rightmove.co.uk/properties/106935659
3 bedroom flat for sale,"Terregles Avenue, Glasgow, Lanarkshire, G41","An elegant traditional town flat enjoying a favoured position within Terregles Avenue and enjoying a lovely open view to the front. The property is within close proximity of local bus and rail services, near to Kildroston Road and Nithsdale Road where local shops and services can be found and pro...","£300,000",Added on 10/06/2021,"Slater Hogg & Howison, Shawlands, Glasgow",www.rightmove.co.uk/properties/106935659
3 bedroom detached bungalow for sale,"Cheviot Drive, Newton Mearns",A three bedroom detached bungalow located within this popular residential enclave of Newton Mearns and well placed for amenities in the surrounding area.,"£299,000",Added on 16/06/2021,"Nicol Estate Agents, Newton Mearns",www.rightmove.co.uk/properties/107943524
2 bedroom apartment for sale,"3/1, 71 Queensborough Gardens, Hyndland, Glasgow, G12 9TT",SPACIOUS AND COMMANDING CORNER POSITIONED TOP FLOOR 2 BEDROOM RED SANDSTONE TENEMENT APARTMENT WITH SUPERB NATURAL LIGHT AND OPEN VIEWS SET IN THE HEART OF THE LEAFY WEST END DISTRICT OF HYNDLAND. ,"£299,000",Added on 10/06/2021,"Ivy Property, Glasgow",www.rightmove.co.uk/properties/107943524
2 bedroom apartment for sale,"Brunswick Street, Merchant City","Seldom available, this is an extremely generous two-bedroom apartment within a highly desirable Merchant City location. Situated on the corner of Brunswick Street and Wilson Street, this striking red sandstone Art Deco building was constructed in the 1930’s as an office building for James M...","£299,000",Added on 29/06/2021,"Rettie & Co, Glasgow",www.rightmove.co.uk/properties/107742149
3 bedroom apartment for sale,"Glencairn Drive, Pollokshields, Glasgow","An exquisite top(second) floor town flat nestled in this incredibly poplar pocket of West Pollokshields. This generously proportioned, three bedroom apartment retains a wealth of period features as well as fixtures and fittings that blend seamlessly with the traditional nature of the p...","£299,000",Added on 29/06/2021,"Rettie & Co, Shawlands",www.rightmove.co.uk/properties/107742149
2 bedroom apartment for sale,"Plot 1, City Garden Apartments St George’s Road, Glasgow, G3 6LB",Plot 1 is a contemporary 2 bedroom first floor apartment set within the stunning new City Garden Apartments development bordering Glasgow's West End and City Centre.,"£298,000",Added on 19/01/2021,"Corum, West End",www.rightmove.co.uk/properties/107376137
3 bedroom flat for sale,"Glasgow Harbour Terraces, Glasgow Harbour, Glasgow, G11","PROPERTY VIEWINGS CAN STILL GO AHEAD IN A SOCIALLY DISTANCED & COVID SECURE WAY, SO CALL US NOW TO ARRANGE AN APPOINTMENT A modern three bedroom south and north facing, 7th floor apartment within the prestigious Glasgow Harbour development. The property is entered via a ...","£295,000",Reduced on 13/02/2020,"Countrywide, West End",www.rightmove.co.uk/properties/107376137
3 bedroom flat for sale,"1/11 60, Inverlair Avenue, Newlands, G43 2AS",A substantial  3 bedroom first floor South Facing apartment extending to 1324Ft2.,"£295,000",Added on 17/06/2021,"Corum, Shawlands",www.rightmove.co.uk/properties/80818935
4 bedroom bungalow for sale,"Old Castle Road, Simshill, G44",Set on an elevated position within one of Simshill's most favoured addresses this spacious detached bungalow s sure to appeal to the family market. The home is offered for sale for the first time to the open market and with its unique and characterful features it is sure to impress on viewin...,"£295,000",Added on 23/06/2021,"Countrywide, Clarkston",www.rightmove.co.uk/properties/80818935
2 bedroom flat for sale,"Clouston Street, North Kelvinside",This spacious two bedroom top floor flat extends to around 1216 sq ft and is set within a striking refurbished sandstone tenement in North Kelvinside. ,"£295,000",Added on 31/05/2021,"Vanilla Square, Glasgow",www.rightmove.co.uk/properties/109787600
2 bedroom flat for sale,"St Germains, Bearsden, East Dunbartonshire, G61 2RS","With its manicured lawned grounds and pathways continuing to the edge of St Germains Loch, the exclusive development of St Germains is a highly sought after choice for many and is a peaceful flatted development enjoying a convenient setting next to Drymen Road. For Sale is an impeccably refurbis...","£295,000",Added on 16/06/2021,"Clyde Property, Bearsden",www.rightmove.co.uk/properties/109787600
3 bedroom end of terrace house for sale,"Off Kilsyth Road, 
Kirkintilloch, 
Glasgow, 
G66","The Avon is a stylish and sophisticated 3 bed home. The kitchen, complete with integrated appliances is the hub of this home and the perfect area for entertaining friends and family. Your private patio is accessible via stylish French doors whilst a more private lounge sits at the front of the...","£295,000",Added on 12/05/2021,CALA Homes,www.rightmove.co.uk/properties/108545186
3 bedroom detached bungalow for sale,"Milngavie Road, Bearsden, East Dunbartonshire, G61 3DU","A bright and spacious three/four bedroom detached bungalow enjoying a convenient setting next to the corner of Manse Road. Formed over two levels, this attractive detached bungalow offers five principal apartments formed over two levels and is set amidst generous garden grounds. This enviable ...","£295,000",Added on 27/05/2021,"Clyde Property, Bearsden",www.rightmove.co.uk/properties/108545186
2 bedroom flat for sale,"Broomgate, 99 Ayr Road, Newton Mearns, East Renfrewshire, G77",This upmarket luxury apartment is set on the preferred first floor position and is ideally placed for a wide range of local and high street shopping facilities and regular bus service. The home will ultimately appeal to the professional and mature market alike and with its generously s...,"£295,000",Reduced on 11/05/2021,"Countrywide, Clarkston",www.rightmove.co.uk/properties/109651457
3 bedroom property for sale,"East Kilbride,
South Lanarkshire,
G75 8RR","Extraordinary OPEN-PLAN 3 bedroom DETACHED home with enhanced specification including BI-FOLD DOORS, DESIGNER kitchen, full-height tiling and much more.","£294,995",Added on 17/06/2021,Avant Homes Scotland,www.rightmove.co.uk/properties/109279853
4 bedroom detached house for sale,"Gartloch Avenue,
Gartcosh,
Glasgow,
G69 8FH","DENVER STYLE 4 BEDROOM FAMILY HOME OFFERS EVERYTHING YOU COULD WISH FOR! STUNNING LOCATION, AMAZING SPACE,LARGE BAY WINDOWED LOUNGE,STUNNING DINING KITCHEN WITH BI FOLD DOORS, INTEGRATED APPLIANCES, LARGE DETACHED GARAGE, MONOBLOC DRIVE, STUNNING ENCLOSED REAR SOUTH FACING GARDEN, EXCELLENT VIEWS.","£294,995",Added on 13/06/2021,Oak-NGate Ltd,www.rightmove.co.uk/properties/109754222
4 bedroom detached house for sale,"Gilbertfield Road,
Cambuslang,
Glasgow,
G72","The Ettrick four bedroom detached family home offers all the benefits and high quality design to be expected from a brand new Persimmon home. Designed for spacious and flexible living accommodation, the Ettrick features a lounge to the front with bright triple window, separate dining room or p...","£294,995",Added on 18/03/2021,Persimmon Homes,www.rightmove.co.uk/properties/109754222
2 bedroom flat for sale,"Inverlair Avenue, T9, Cathcart House, Glasgow, G43 2AS","Forming part of the exclusive and highly regarded Cathcart House development by FM Group, T9is a stunning brand new and expansive two bedroom third floor executive apartment spanning some 1,194 sq/ftsq/ft with striking Westerly views and an abundance of light and space. Cathcart House is the reim...","£293,000",Added on 10/03/2021,"Clyde Property, Shawlands",www.rightmove.co.uk/properties/108708914
4 bedroom semi-detached house for sale,"Glengoyne Court, Jackton, JACKTON","* Stunningly Presented Four Bedroom, Executive Semi Detached Townhouse * Truly Walk In Condition - Fresh Modern & Neutral Tones, GCH & DG Throughout * Spacious Lounge, Beautifully Presented Kitchen/Dining/Family Room * Four Modern Fitted Bathrooms & Four Generous Sized (cont.)","£290,000",Added on 31/05/2021,"Home Connexions, East Kilbride",www.rightmove.co.uk/properties/108708914
4 bedroom detached house for sale,"Oakridge Road,
Bargeddie,
Glasgow,
G69","This beautiful 4 bedroom home features modern open-plan living that's ever popular with families.
Discover a stylish kitchen diner with a walk-in glazed bay leading to the back garden.
There's a useful utility room and WC, plus a your comfortable lounge - perfect for nights at home.
Upstairs, you...","£289,995",Added on 11/06/2021,Barratt Homes,www.rightmove.co.uk/properties/78926724
